eventid,id,ccode,countryname,startdate,enddate,duration,stday,stmo,styr,eday,emo,eyr,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,gislocnum,issue1,issue2,issue3,issuenote,nsource,notes,female_event,lgbtq_issue,coder,acd_questionable,latitude,longitude,geo_comments,location_precision
400072,72,40,Cuba,24-Feb-99,24-Feb-99,1,24,2,1999,24,2,1999,1,0,Brothers to the Rescue,,,Government,,1,0,-99,0,0,Havana,Havana,1,1,1,10,,,The group Brothers to the Rescue dropped anti-Castro leaflets over Havana from an unmanned balloon with a remote-controlled trap door; the leaflets were quickly collected by police.,AFP,,0,0,BS,0,23.05407,-82.345192,,
400073,73,40,Cuba,27-Feb-99,1-Mar-99,3,27,2,1999,1,3,1999,7,0,State Security Agents,,,Political dissidents,Journalists,0,0,2,0,0,Havana,Havana,1,1,1,11,,,Between 40 and 70 political dissidents were arrested to prevent protests outside a courthouse during a trial of other political dissidents and at least 30 others were prevented from leaving their homes and at least 8 journalists were also detained.,Both,,0,0,BS,0,23.05407,-82.345192,,
400074,74,40,Cuba,7-Jun-99,16-Jul-99,40,7,6,1999,16,7,1999,1,0,30th of November Democratic Party,Martiana Civic League; the National Civic Union,Naturpaz; Lawton Foundation,Government,,1,0,2,0,0,Havana,Havana,1,1,1,10,,,About 25 Cuban dissidents of various groups staged a 40-day hunger strike to demand freedom of expression and the release of prisoners.,Both,,0,0,BS,0,23.05407,-82.345192,,
400075,75,40,Cuba,1-Nov-99,12-Nov-99,12,1,11,1999,12,11,1999,7,0,Police,,,Political dissidents,,0,0,3,0,0,Havana,Havana,1,1,1,11,,,Between 40 and 150 political dissidents were detained or barred from leaving their homes to prevent any protests during an Ibero-American summit.,AFP,,0,0,BS,0,23.05407,-82.345192,,
400076,76,40,Cuba,10-Nov-99,10-Nov-99,1,10,11,1999,10,11,1999,1,3,Pro-government demonstrators,,,Attempted protesters,,0,0,-99,0,0,Havana,Havana,1,1,1,11,,,A planned protest by dissident groups was prevented by people chanting pro-government slogans and two dissidents were beaten by Castro supporters.,Both,,0,0,BS,0,23.05407,-82.345192,,
400077,77,40,Cuba,4-Dec-99,4-Dec-99,1,4,12,1999,4,12,1999,1,0,Opponents of Fidel Castro,,,Government,,1,0,2,0,0,Havana,Havana,1,1,1,10,,,"14 opponents of Castro's government marched to draw attention to Cuba's political prisoners, as well as their demands for rights such as freedom of expression, assembly and association.",AP,,0,0,BS,0,23.05407,-82.345192,,
400078,78,40,Cuba,5-Dec-99,10-Dec-99,6,5,12,1999,10,12,1999,1,0,Communist Youth,Protesters,,United States,,0,0,7,0,0,Havana; Santiago; Artemisa; Villa Clara; Ciego de Avila and Holguin,Havana,1,7,1,8,10,,Millions of members of the Communist Youth as well as other protesters demonstrated to demand that that the United States return a boy rescued at sea to his father in Cuba.,Both,,0,0,BS,0,23.05407,-82.345192,,
400078,78,40,Cuba,5-Dec-99,10-Dec-99,6,5,12,1999,10,12,1999,1,0,Communist Youth,Protesters,,United States,,0,0,7,0,0,Havana; Santiago; Artemisa; Villa Clara; Ciego de Avila and Holguin,Santiago,2,7,7,8,10,,Millions of members of the Communist Youth as well as other protesters demonstrated to demand that that the United States return a boy rescued at sea to his father in Cuba.,Both,,0,0,BS,0,20.01693,-75.830147,,
400078,78,40,Cuba,5-Dec-99,10-Dec-99,6,5,12,1999,10,12,1999,1,0,Communist Youth,Protesters,,United States,,0,0,7,0,0,Havana; Santiago; Artemisa; Villa Clara; Ciego de Avila and Holguin,Artemisa,3,7,7,8,10,,Millions of members of the Communist Youth as well as other protesters demonstrated to demand that that the United States return a boy rescued at sea to his father in Cuba.,Both,,0,0,BS,0,22.813101,-82.761902,"Location set to the town of Artemisa, rather than the province.",
400078,78,40,Cuba,5-Dec-99,10-Dec-99,6,5,12,1999,10,12,1999,1,0,Communist Youth,Protesters,,United States,,0,0,7,0,0,Havana; Santiago; Artemisa; Villa Clara; Ciego de Avila and Holguin,Villa Clara,4,7,7,8,10,,Millions of members of the Communist Youth as well as other protesters demonstrated to demand that that the United States return a boy rescued at sea to his father in Cuba.,Both,,0,0,BS,0,22.493719,-79.919273,,
400078,78,40,Cuba,5-Dec-99,10-Dec-99,6,5,12,1999,10,12,1999,1,0,Communist Youth,Protesters,,United States,,0,0,7,0,0,Havana; Santiago; Artemisa; Villa Clara; Ciego de Avila and Holguin,Ciego de Avila,5,7,7,8,10,,Millions of members of the Communist Youth as well as other protesters demonstrated to demand that that the United States return a boy rescued at sea to his father in Cuba.,Both,End date coded as date of execution; coded as lethal repression because men were executed for the hijacking,0,0,BS,0,21.848049,-78.763046,,
400078,78,40,Cuba,5-Dec-99,10-Dec-99,6,5,12,1999,10,12,1999,1,0,Communist Youth,Protesters,,United States,,0,0,7,0,0,Havana; Santiago; Artemisa; Villa Clara; Ciego de Avila and Holguin,Holguin,6,7,7,8,10,,Millions of members of the Communist Youth as well as other protesters demonstrated to demand that that the United States return a boy rescued at sea to his father in Cuba.,Both,,0,0,BS,0,20.888611,-76.257233,,
400084,84,40,Cuba,6-Dec-99,6-Dec-99,1,6,12,1999,6,12,1999,1,0,Grandmothers,Government,,United States,,0,0,4,0,0,Cardenas,Cardenas,1,2,2,8,10,,"About 1,000 grandmothers marched in a government-organized protest through the streets of Elian Gonzalez's hometown of Cardenas to demand his return to Cuba.",AP,,1,0,BS,0,23.04278,-81.203613,,
400085,85,40,Cuba,6-Dec-99,6-Dec-99,1,6,12,1999,6,12,1999,1,0,Teachers,School children,,United States,,0,0,-99,0,0,Nationwide,Nationwide,1,7,8,8,10,,"Organized by their teachers at the communist government's schools, children all over Cuba marched to demand the return of Elian Gonzalez from the United States.",AP,,0,0,BS,0,22,-79.5,,
400086,86,40,Cuba,7-Dec-99,7-Dec-99,1,7,12,1999,7,12,1999,1,0,Grandmothers,,,United States,,0,0,2,0,0,Havana,Havana,1,1,1,8,10,,About 2 dozen grandmothers marched in front of the U.S. Interests Section to demand the return of Elian Gonzalez.,AP,,1,0,BS,0,23.05407,-82.345192,,
400087,87,40,Cuba,20-Dec-99,22-Dec-99,3,20,12,1999,22,12,1999,1,0,Communist Youth,Protesters,,United States,,0,0,5,0,0,Havana,Havana,1,1,1,8,10,,"Tens of thousands of Cubans, many wearing Elian Gonzalez t-shirts, protested to demand the return of six-year-old Elian Gonzalez to his father in Cuba.",Both,Protest was not a public event,0,0,BS,0,23.05407,-82.345192,,
400088,88,40,Cuba,30-Dec-99,30-Dec-99,1,30,12,1999,30,12,1999,1,0,Government-organized protesters,,,United States,,0,0,4,0,0,Santiago,Santiago,1,2,2,8,10,,Thousands of people marched to demand the United States return of Elian Gonzalez to Cuba.,AP,,0,0,BS,0,20.01693,-75.830147,,
400089,89,40,Cuba,1-Jan-00,1-Jan-00,1,1,1,2000,1,1,2000,1,0,Pilot,,,Government,,1,0,1,0,0,Havana,Havana,1,1,1,10,,,"A pilot dropped 50,000 anti-communism pamphlets on Havana; the pamphlets called on Cubans to launch a general strike against the communist government and to seize radio and television stations.",Both,Protest was not a public event,0,0,BS,0,23.05407,-82.345192,,
400090,90,40,Cuba,4-Jan-00,15-Jan-00,12,4,1,2000,15,1,2000,1,0,Communist party supporters,,,United States,,0,0,6,0,0,Havana,Havana,1,1,1,8,10,,"Over many days of protests, more than a hundred thousand Communist party supporters staged protests in support of Elian Gonzalez's return to Cuba from the United States.",Both,"Cuban government claims more than 1 million people participated, but this could not be confirmed",0,0,BS,0,23.05407,-82.345192,,
400091,91,40,Cuba,26-Jan-00,26-Jan-00,1,26,1,2000,26,1,2000,1,0,Farmers,,,United States,,0,0,3,0,0,Havana,Havana,1,1,1,8,10,,Hundreds of farmers gathered in a Havana auditorium in a protest calling for the return of Elian Gonzalez's return to Cuba.,AP,Coded a 0 for repression because force was not used to break up protest; coded as an etype 1 because protesters all wore white and this implies that the protest was coordinated,0,0,BS,0,23.05407,-82.345192,,
400092,92,40,Cuba,28-Jan-00,29-Jan-00,2,28,1,2000,29,1,2000,1,0,Government-organized protesters,,,United States,,0,0,6,0,0,Havana and Cienfuegos,Havana,1,4,1,8,10,,"More than 100,000 government-organized protesters, tens of thousands of whom were children, demanded the return of Elian Gonzalez to Cuba over several days of protests.",AP,,0,0,BS,0,23.05407,-82.345192,,
400092,92,40,Cuba,28-Jan-00,29-Jan-00,2,28,1,2000,29,1,2000,1,0,Government-organized protesters,,,United States,,0,0,6,0,0,Havana and Cienfuegos,Cienfuegos,2,4,4,8,10,,"More than 100,000 government-organized protesters, tens of thousands of whom were children, demanded the return of Elian Gonzalez to Cuba over several days of protests.",AP,,0,0,BS,0,22.159981,-80.443779,,
400093,93,40,Cuba,9-Feb-00,9-Feb-00,1,9,2,2000,9,2,2000,1,0,Government-organized protesters,,,United States,,0,0,3,0,0,Havana,Havana,1,1,1,8,10,,"Hundreds of people, most of them children, demonstrated calling for Elian Gonzalez's return to Cuba.",AP,,0,0,BS,0,23.05407,-82.345192,,
400094,94,40,Cuba,19-Feb-00,19-Feb-00,1,19,2,2000,19,2,2000,1,0,Government-organized protesters,,,United States,,0,0,5,0,0,Santiago,Santiago,1,2,2,8,10,,"Tens of thousands gathered at the historic site of Mangos of Baragua to protest, calling for Elian Gonzalez's return to Cuba.",AP,,0,0,BS,0,20.01693,-75.830147,,
400095,95,40,Cuba,21-Feb-00,21-Feb-00,1,21,2,2000,21,2,2000,1,0,Government-organized protesters,,,United States,,0,0,6,0,0,Havana,Havana,1,1,1,8,10,,"Close to 200,000 protesters demonstrated in front of the US Interests section, callling for Elian Gonzalez's return to Cuba.",AFP,,0,0,BS,0,23.05407,-82.345192,,
400096,96,40,Cuba,22-Feb-00,24-Feb-00,3,22,2,2000,24,2,2000,7,0,Cuban law enforcement,,,Political dissidents,,0,0,-99,0,0,Havana; Manzanillo and Jiraba,Havana,1,4,1,11,,,At least nine anti-government activists were held as Cuba prepared to start a trial of a government opponent.,AP,,0,0,BS,0,23.05407,-82.345192,,
400096,96,40,Cuba,22-Feb-00,24-Feb-00,3,22,2,2000,24,2,2000,7,0,Cuban law enforcement,,,Political dissidents,,0,0,-99,0,0,Havana; Manzanillo and Jiraba,Manzanillo,2,4,4,11,,,At least nine anti-government activists were held as Cuba prepared to start a trial of a government opponent.,AP,Coded as a 0 for repression because it is unknown how the riot was controlled,0,0,BS,0,20.33972,-77.108612,,
400096,96,40,Cuba,22-Feb-00,24-Feb-00,3,22,2,2000,24,2,2000,7,0,Cuban law enforcement,,,Political dissidents,,0,0,-99,0,0,Havana; Manzanillo and Jiraba,Jiraba,3,-99,-99,11,,,At least nine anti-government activists were held as Cuba prepared to start a trial of a government opponent.,AP,Coded as a 1 for repression but it is not clear if those arrested were participants in this event or in another protest on the same day,0,0,BS,0,21.950001,-79.550003,location approximate,no
400097,97,40,Cuba,27-Feb-00,27-Feb-00,1,27,2,2000,27,2,2000,2,0,Pro-government demonstrators,,,United States,,0,0,2,0,0,Havana,Havana,1,1,1,11,8,,Scores of teen-agers held a pro-government rally outside the family home of a Cuban diplomat expelled from the United States.,AP,Coded as a 1 for repression but it is not clear if those arrested were participants in this event or in another protest on the same day,0,0,BS,0,23.05407,-82.345192,,
400098,98,40,Cuba,8-Mar-00,8-Mar-00,1,8,3,2000,8,3,2000,1,0,Government-organized protesters,,,United States,,0,0,-99,0,0,Havana,Havana,1,1,1,8,10,,A government-organized demonstration was held to call for  Elian Gonzalez's return and also to criticize U.S. immigration policy.,AP,,0,0,BS,0,23.05407,-82.345192,,
400099,99,40,Cuba,25-Mar-00,25-Mar-00,1,25,3,2000,25,3,2000,1,0,Government-organized protesters,,,United States,,0,0,5,0,0,Sagua la Grande,Sagua la Grande,1,3,3,8,10,,"About 50,000 pro-government demonstrators held a rally calling for Elian Gonzalez's return from the United States.",AP,,0,0,BS,0,22.808611,-80.071114,,
400100,100,40,Cuba,1-Apr-00,1-Apr-00,1,1,4,2000,1,4,2000,1,0,Government-organized protesters,,,United States,,0,0,5,0,0,Niquero,Niquero,1,3,3,8,10,,Tens of thousands of protesters demanded the return of Elian Gonzalez to Cuba.,AP,,0,0,BS,0,20.04722,-77.578056,,
400101,101,40,Cuba,4-Apr-00,4-Apr-00,1,4,4,2000,4,4,2000,1,0,Government-organized protesters,,,United States,,0,0,4,0,0,Havana,Havana,1,1,1,8,10,,"3,000 university students joined President Fidel Castro and Elian Gonzalez's father at a protest calling for his return from the United States.",AP,Event date approximated,0,0,BS,0,23.05407,-82.345192,,
400102,102,40,Cuba,12-Apr-00,12-Apr-00,1,12,4,2000,12,4,2000,2,0,School children,,,United States,,0,0,2,0,0,Cardenas,Cardenas,1,2,2,8,10,,About 20 school children marched into a schoolyard in support of Elian Gonzalez's return from the United States.,AP,,0,0,BS,0,23.04278,-81.203613,,
400103,103,40,Cuba,18-Apr-00,18-Apr-00,1,18,4,2000,18,4,2000,1,0,Government-organized protesters,,,United Nations,Czech Republic,0,0,6,0,0,Havana,Havana,1,1,1,8,,,"More than 100,000 protesters waved small Cuban flags and marched past the Czech Embassy in a government-organized protest of a Czech-sponsored censure of the island by the U.N. Human Rights Commission.",Both,,0,0,BS,0,23.05407,-82.345192,,
400104,104,40,Cuba,20-Apr-00,20-Apr-00,1,20,4,2000,20,4,2000,1,0,Government-organized protesters,,,United States,United Nations,0,0,6,0,0,Havana,Havana,1,1,1,8,10,,"About 100,000 chanting, flag-waving government-organized protesters massed in front of the U.S. mission, venting anger at a recent U.N. human rights censure and also at delays in the return of Elian Gonzalez from the United States.",Both,,0,0,BS,0,23.05407,-82.345192,,
400105,105,40,Cuba,22-Apr-00,22-Apr-00,1,22,4,2000,22,4,2000,1,0,Government-organized protesters,,,United States,,0,0,6,0,0,Jaguey Grande,Jaguey Grande,1,3,3,8,10,,"About 400,000 government-organized demonstrators streamed down a muddy road to a historic sugar refinery to celebrate Elian Gonzalez's reunion with his father.",Both,,0,0,BS,0,22.529169,-81.1325,,
400106,106,40,Cuba,29-Apr-00,29-Apr-00,1,29,4,2000,29,4,2000,1,0,Government-organized protesters,,,United States,,0,0,5,0,0,Ciego de Avila,Ciego de Avila,1,2,2,8,10,,Tens of thousands of government supporters rallied to protest Elian Gonzalez's continued stay in the United States.,AP,,0,0,BS,0,21.848049,-78.763046,,
400107,107,40,Cuba,29-Apr-00,29-Apr-00,1,29,4,2000,29,4,2000,1,0,African-based religious leaders,,,United States,,0,0,-99,0,0,Santiago,Santiago,1,2,2,8,10,,Leaders of Cuba's African-based religions gathered to protest Elian Gonzalez's extended stay in the United States.,AP,,0,0,BS,0,20.01693,-75.830147,,
400108,108,40,Cuba,1-May-00,1-May-00,1,1,5,2000,1,5,2000,1,0,Government-organized protesters,,,United States,,0,0,6,0,0,Havana,Havana,1,1,1,8,10,,Hundreds of thousands of government supporters staged a rally in support of Elian Gonzalez's return from the United States.,Both,,0,0,BS,0,23.05407,-82.345192,,
400109,109,40,Cuba,13-May-00,13-May-00,1,13,5,2000,13,5,2000,1,0,Government-organized protesters,,,United States,,0,0,5,0,0,Isle of Youth,Isle of Youth,1,3,3,8,10,,"About 50,000 government supporters pressed for the return of Elian Gonzalez from the United States.",AP,,0,0,BS,0,21.66667,-82.833344,"This location is ""Isla de la Juventud""",
400110,110,40,Cuba,2-Jun-00,2-Jun-00,1,2,6,2000,2,6,2000,1,0,Cuban women,,,United States,,0,0,6,0,0,Havana,Havana,1,1,1,8,10,,"About 500,000 women protested Elian Gonzalez's delayed return after Fidel Castro called on them to protest.",AP,,1,0,BS,0,23.05407,-82.345192,,
400111,111,40,Cuba,12-Jun-00,12-Jun-00,1,12,6,2000,12,6,2000,1,0,School children,,,United States,,0,0,5,0,0,Havana,Havana,1,1,1,8,10,,Tens of thousands of school children answered President Castro's call to march outside the U.S. Interests Section to demand the repatriation of 6-year-old Elian Gonzalez and they also protested against the Cuban Adjustment Act.,Both,,0,0,BS,0,23.05407,-82.345192,,
400112,112,40,Cuba,17-Jun-00,17-Jun-00,1,17,6,2000,17,6,2000,1,0,Government-organized protesters,,,United States,,0,0,6,0,0,Camaguey,Camaguey,1,2,2,8,10,,"More than 300,000 government-organized protesters demonstrated against Elian Gonzalez's extended stay in the United States.",AP,,0,0,BS,0,21.392599,-77.905319,,
400113,113,40,Cuba,24-Jun-00,24-Jun-00,1,24,6,2000,24,6,2000,1,0,Government-organized protesters,,,United States,,0,0,6,0,0,Holguin,Holguin,1,2,2,8,10,,"More than 400,000 protesters demonstrated calling for the return of Elian Gonzalez and celebrating a new US court ruling that paves the way for his homecoming.",Both,,0,0,BS,0,20.888611,-76.257233,,
400114,114,40,Cuba,1-Jul-00,1-Jul-00,1,1,7,2000,1,7,2000,1,0,Government-organized protesters,,,United States,,0,0,6,0,0,Manzanillo,Manzanillo,1,2,2,8,,,Hundreds of thousands of government-organized protesters demonstrated against U.S. policies.,AP,"Coded as an etype 1 because students were bused to protest and this strongly implies organization; very little information on other anti-U.S. demonstrations on same day and for same reason, all coded as same event",0,0,BS,0,20.33972,-77.108612,,
400115,115,40,Cuba,26-Jul-00,26-Jul-00,1,26,7,2000,26,7,2000,1,0,Government-organized protesters,,,United States,,0,0,7,0,0,Havana,Havana,1,1,1,8,,,More than a million government-organized protesters demonstrated against the US trade embargo.,Both,"Coded as an etype 1 because students were bused to protest and this strongly implies organization; very little information on other anti-U.S. demonstrations on same day and for same reason, all coded as same event",0,0,BS,0,23.05407,-82.345192,,
400116,116,40,Cuba,29-Jul-00,29-Jul-00,1,29,7,2000,29,7,2000,1,0,Government-organized protesters,,,United States,,0,0,6,0,0,Santa Clara,Santa Clara,1,2,2,8,,,"More than 200,000 demonstrators protested against the US embargo as well as other policies.",AP,,0,0,BS,0,22.405279,-79.95417,,
400117,117,40,Cuba,5-Aug-00,5-Aug-00,1,5,8,2000,5,8,2000,1,0,Government-organized protesters,,,United States,,0,0,6,0,0,Pinar Del Rio,Pinar Del Rio,1,6,6,8,,,"More than 200,000 demonstrators rallied against the US embargo as well as other policies.",AP,"Two of the three soldiers were those involved in attempted hijacking a few days later on May 3, coded as different event because of time lag between events; coded as an etype 9 because soldiers were not acting on behalf of a government actor bu",0,0,BS,0,22.41222,-83.671944,,
400118,118,40,Cuba,25-Sep-00,25-Sep-00,1,25,9,2000,25,9,2000,1,0,Government-organized protesters,,,United States,,0,0,4,0,0,Havana,Havana,1,1,1,8,,,"Thousands of Cubans, led by President Fidel Castro, protested in front of the US Interests Section here to protest US immigration policy.",Both,Coded as an etype 9 because soldiers were not acting on behalf of a government actor but were acting on their own,0,0,BS,0,23.05407,-82.345192,,
